ID	TEXT	SLOTS	INTENT	INTENT_ID	SLOTS_ID
1	combien coûte le vol 71 d’ american airlines de dallas à san francisco	O O O O B-flight_number O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	24 24 24 24 125 24 65 66 24 79 24 73 74
2	pourriez-vous me dire le tarif le moins cher d’ atlanta à boston le trente-et-un du mois d' août	O O O O O B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_number O O O B-depart_date.month_name	atis_airfare	0	24 24 24 24 24 55 56 56 24 79 24 73 24 97 24 24 24 87
3	quel est le prix du vol 106 de dl de philadelphie à boston	O O O O O O B-flight_number O B-airline_code O B-fromloc.city_name O B-toloc.city_name	atis_airfare	0	24 24 24 24 24 24 125 24 129 24 79 24 73
4	quel est le tarif aller-retour le moins cher entre boston et san francisco	O O O O B-round_trip B-cost_relative I-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name	atis_airfare	0	24 24 24 24 6 55 56 56 24 79 24 73 74
5	quel est le tarif de boston à oakland sur united airlines	O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name	atis_airfare	0	24 24 24 24 24 79 24 73 24 65 66
6	me montrer les tarifs aller-retour de denver à philadelphie .	O O O O B-round_trip O B-fromloc.city_name O B-toloc.city_name O	atis_airfare	0	24 24 24 24 6 24 79 24 73 24
7	me montrer les tarifs aller-retour de san josé à salt lake city .	O O O O B-round_trip O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O	atis_airfare	0	24 24 24 24 6 24 79 80 24 73 74 74 24
8	me montrer les tarifs d’ us air pour dimanche prochain de miami à cleveland .	O O O O O B-airline_name I-airline_name O B-depart_date.day_name B-depart_date.date_relative O B-fromloc.city_name O B-toloc.city_name O	atis_airfare	0	24 24 24 24 24 65 66 24 107 153 24 79 24 73 24
9	lister un tarif aller-retour pour des vols de kansas city à minneapolis .	O O O B-round_trip O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O	atis_airfare	0	24 24 24 6 24 24 24 24 79 80 24 73 24
10	quel est le tarif en classe économique entre boston et atlanta sur delta	O O O O O B-class_type I-class_type O B-fromloc.city_name O B-toloc.city_name O B-airline_name	atis_airfare	0	24 24 24 24 24 89 90 24 79 24 73 24 65
